Leg 162,  Site 984, Core data type SUSCEPTIBILITY,  Log data type SUMT,
Data repicked to log depth
Linear Equation;  y = 0.139x + 78.998
       ELD      SmCore  SmLog
S     93.01    313.69   2489.10
S     93.17    317.96   2429.00
S     93.32    362.11   2412.20
S     93.47    407.20   2701.90
S     93.62    435.31   2837.40
S     93.78    462.97   3135.50
S     93.93    490.83   3138.70
S     94.08    496.77   3141.30
S     94.23    461.28   3140.10
S     94.39    433.23   2985.80
S     94.54    429.63   2809.60
S     94.69    454.29   3115.60
S     94.84    488.62   2876.40
S     95.00    511.66   2831.70
S     95.15    530.09   2779.40
S     95.30    560.12   3216.10
S     95.45    612.92   3741.90
S     95.61    671.58   3699.50
S     95.76    710.43   3719.20
S     95.91    706.72   3830.00
S     96.06    671.81   4011.20
S     96.21    627.90   4112.80
S     96.37    603.11   4021.90
S     96.52    603.54   3834.90
S     96.67    623.49   3631.70
S     96.82    649.99   3654.10
S     96.98    673.48   3757.10
S     97.13    680.49   3612.70
S     97.28    662.87   3570.30
S     97.43    617.56   3711.50
S     97.59    562.18   3617.50
S     97.74    513.88   3153.20
S     97.89    488.90   2702.50
S     98.04    480.60   2617.20
S     98.20    469.22   2989.30
S     98.35    454.21   2832.80
S     98.50    454.57   2582.90
S     98.65    476.10   2551.40
S     98.81    483.74   2655.00
S     98.96    453.63   2797.50
S     99.11    408.61   2507.50
S     99.26    377.37   2084.30
S     99.42    358.35   2007.00
S     99.57    333.12   2129.50
S     99.72    309.56   2149.70
S     99.87    319.06   2318.70
S    100.02    370.14   2384.00
S    100.18    434.03   2478.20
S    100.33    485.62   2830.80
S    100.48    523.47   3249.60
S    100.63    551.87   3511.80
S    100.79    592.40   3873.20
S    100.94    629.38   3774.70
S    101.09    651.24   3745.80
S    101.24    653.38   3903.50
S    101.40    662.59   4188.90
S    101.55    686.98   4489.40
S    101.70    720.05   4541.20
S    101.85    748.96   4605.90
S    102.01    752.94   4562.30
S    102.16    736.50   4419.80
S    102.31    709.06   4379.60
S    102.46    681.68   4376.40
S    102.62    651.88   3968.60
S    102.77    619.47   3511.60
S    102.92    582.76   3538.30
S    103.07    565.78   3602.70
S    103.23    575.17   3475.10
S    103.38    601.66   3283.70
S    103.53    620.26   3131.70
S    103.68    608.15   3206.50
S    103.83    566.49   3349.40
S    103.99    506.66   2851.20
S    104.14    452.44   2427.10
S    104.29    411.59   2419.40
S    104.44    385.49   2325.30
S    104.60    372.25   2165.00
S    104.75    370.94   2104.80
S    104.90    378.37   2318.20
S    105.05    390.74   2397.40
S    105.21    412.72   2579.60
S    105.36    436.90   2669.30
S    105.51    463.67   2645.20
S    105.66    480.09   2575.10
S    105.82    476.22   2710.00
S    105.97    455.21   2652.10
S    106.12    432.15   2505.20
S    106.27    421.06   2412.30
S    106.42    413.58   2184.70
S    106.58    391.87   2061.00
S    106.73    357.48   2290.00
S    106.88    336.16   2226.40
S    107.03    348.48   2253.20
S    107.19    400.60   2236.70
S    107.34    454.96   2392.90
S    107.49    485.28   2881.70
S    107.64    482.09   3133.60
S    107.80    464.77   2788.80
S    107.95    451.31   2560.00
S    108.10    435.52   2496.00
S    108.25    409.91   2416.30
S    108.41    373.82   2136.60
S    108.56    346.31   1986.70
S    108.71    330.84   2124.60
S    108.86    332.96   2170.70
S    109.02    357.46   2199.00
S    109.17    392.60   2125.60
S    109.32    426.27   2314.90
S    109.47    442.73   2565.40
S    109.63    441.08   2401.60
S    109.78    422.72   1904.70
S    109.93    386.54   1806.40
S    110.08    331.88   1841.00
S    110.24    272.04   1905.40
S    110.39    250.08   1724.40
S    110.54    276.78   1555.20
S    110.69    340.52   1836.70
S    110.85    412.14   2176.80
S    111.00    463.75   2829.40
S    111.15    495.48   3158.40
S    111.30    508.64   3325.60
S    111.45    505.48   3314.70
S    111.61    492.76   3276.70
S    111.76    480.48   3392.00
S    111.91    469.98   3425.10
S    112.06    446.28   3326.30
S    112.22    403.51   3109.10
S    112.37    362.23   2614.20
S    112.52    341.05   2577.00
S    112.67    356.72   2460.00
S    112.83    409.55   2425.70
S    112.98    466.79   2602.40
S    113.13    514.63   2816.40
S    113.28    524.70   2951.20
S    113.44    510.17   2967.70
S    113.59    492.27   3420.00
S    113.74    504.98   3695.30
S    113.89    555.48   3469.30
S    114.04    620.39   3453.30
S    114.20    665.19   4130.80
S    114.35    670.54   4496.60
S    114.50    658.10   4638.90
S    114.65    655.24   4578.80
S    114.81    658.39   3954.60
S    114.96    645.39   3746.40
S    115.11    611.82   3431.00
S    115.26    565.07   3130.80
S    115.42    521.66   2970.20
S    115.57    492.72   2941.40
S    115.72    482.29   3029.80
S    115.87    494.86   3079.30
S    116.03    521.52   3042.70
S    116.18    537.20   3055.40
S    116.33    523.96   2939.70
S    116.48    487.99   2803.10
S    116.64    448.16   2610.40
S    116.79    418.07   2367.00
S    116.94    401.38   2384.90
S    117.09    406.12   3145.70
S    117.25    460.28   3546.90
S    117.40    568.89   3801.40
S    117.55    704.76   4765.00
S    117.70    809.55   5506.00
S    117.86    845.34   5711.60
S    118.01    823.50   5546.00
S    118.16    795.78   5321.90
S    118.31    801.72   4968.20
S    118.47    841.88   5048.30
S    118.62    864.51   5412.30
S    118.77    848.90   4991.00
S    118.92    807.89   4467.80
S    119.07    772.62   4314.00
S    119.23    748.74   4119.30
S    119.38    716.87   3974.00
S    119.53    660.22   3867.30
S    119.68    587.64   3284.40
S    119.84    521.71   2713.20
S    119.99    486.52   2461.70
S    120.14    470.29   2363.60
S    120.29    455.87   2619.30
S    120.45    433.05   2813.90
S    120.60    420.64   2890.60
S    120.75    445.37   2955.00
S    120.90    512.27   3105.30
S    121.06    599.11   3566.20
S    121.21    653.17   4243.10
S    121.36    657.78   4215.00
S    121.51    633.31   4319.40
S    121.66    615.09   4382.00
S    121.82    631.97   4211.90
S    121.97    659.79   3942.40
S    122.12    666.94   4110.10
S    122.27    636.06   4365.70
S    122.43    596.95   4060.80
S    122.58    566.41   3504.10
S    122.73    537.61   3262.00
S    122.88    503.96   3004.80
S    123.04    463.43   2849.30
S    123.19    431.25   2692.00
S    123.34    412.56   2643.30
S    123.49    418.71   3021.00
S    123.65    464.95   3121.90
S    123.80    535.46   3593.90
S    123.95    609.11   3980.90
S    124.10    657.83   4097.30
S    124.26    668.31   4552.60
S    124.41    656.18   4425.60
S    124.56    633.54   4200.70
S    124.71    619.69   3969.70
S    124.87    622.82   3869.40
S    125.02    639.79   3832.70
S    125.17    656.09   3774.80
S    125.32    642.87   3721.30
S    125.48    594.37   3708.20
S    125.63    540.92   3317.50
S    125.78    516.13   2872.10
S    125.93    526.60   3223.60
S    126.09    545.70   3725.10
S    126.24    530.89   3877.30
S    126.39    487.68   3660.30
S    126.54    463.71   3412.60
S    126.69    501.27   3574.40
S    126.85    597.21   4248.80
S    127.00    664.86   4324.30
S    127.15    686.20   4176.30
S    127.30    674.88   4071.70
S    127.46    668.79   4059.30
S    127.61    681.36   4090.70
S    127.76    719.14   4349.70
S    127.91    775.33   5040.20
S    128.07    846.54   5426.50
S    128.22    894.66   5728.30
S    128.37    911.22   6161.60
S    128.52    904.93   6122.30
S    128.68    891.59   6055.30
S    128.83    868.38   5794.60
S    128.98    827.85   5548.30
S    129.13    772.62   5391.10
S    129.28    711.38   4884.00
S    129.44    654.72   4517.50
S    129.59    611.21   4030.60
S    129.74    575.43   3491.60
S    129.89    538.30   3176.30
S    130.05    494.26   3081.30
S    130.20    477.96   3046.70
S    130.35    500.45   3119.30
S    130.50    548.67   3172.60
S    130.66    586.11   3291.20
S    130.81    593.52   3574.20
S    130.96    591.62   4092.20
S    131.11    595.50   4135.00
S    131.27    609.20   4078.30
S    131.42    617.29   3972.10
S    131.57    607.68   3559.40
S    131.72    574.70   3302.90
S    131.88    521.11   3096.50
S    132.03    468.61   2844.30
S    132.18    427.44   2714.90
S    132.33    403.42   2567.30
S    132.49    394.76   2188.90
S    132.64    392.75   2087.40
S    132.79    385.25   2298.80
S    132.94    376.03   2629.70
S    133.10    385.26   2605.00
S    133.25    419.14   2606.30
S    133.40    458.96   2608.40
S    133.55    486.41   2837.00
S    133.70    499.13   3403.10
S    133.86    506.07   3375.70
S    134.01    498.06   3330.70
S    134.16    478.82   3571.30
S    134.31    473.96   3527.70
S    134.47    499.09   3461.00
S    134.62    524.91   3309.00
S    134.77    512.66   3178.20
S    134.92    452.52   2917.30
S    135.08    384.48   2933.70
S    135.23    372.02   2916.70
S    135.38    417.27   2874.40
S    135.53    496.71   2954.60
S    135.69    560.79   3200.80
S    135.84    579.33   3738.40
S    135.99    573.88   4472.70
S    136.14    590.54   4656.60
S    136.30    643.57   4573.00
S    136.45    701.74   4682.60
S    136.60    736.93   4834.70
S    136.75    741.04   4897.60
S    136.90    720.27   4660.20
S    137.06    684.33   4691.70
S    137.21    649.81   4662.70
S    137.36    628.42   4231.10
S    137.51    605.83   3611.40
S    137.67    568.44   3440.20
S    137.82    523.10   3095.70
S    137.97    491.81   3160.90
S    138.12    483.43   3306.30
S    138.28    489.51   3342.00
S    138.43    507.84   3347.00
S    138.58    529.40   3291.30
S    138.73    552.16   3245.40
S    138.89    557.30   3200.30
S    139.04    534.63   2821.20
S    139.19    496.25   2465.40
S    139.34    458.86   2275.00
S    139.50    427.77   2215.30
S    139.65    407.20   2249.60
S    139.80    402.26   2500.90
S    139.95    423.62   2818.20
S    140.11    476.96   3114.60
S    140.26    530.54   3845.40
S    140.41    562.44   4247.90
S    140.56    583.03   4356.30
S    140.72    623.13   4416.30
S    140.87    702.92   4504.70
S    141.02    802.10   4598.40
S    141.17    879.69   5012.30
S    141.32    905.05   5006.60
S    141.48    876.50   4933.70
S    141.63    829.99   4962.00
S    141.78    784.98   5077.00
S    141.93    749.44   5043.60
S    142.09    739.55   4768.80
S    142.24    763.33   4415.90
S    142.39    808.16   4593.40
S    142.54    845.59   5622.70
S    142.70    870.58   5601.00
S    142.85    892.36   5582.30
S    143.00    895.63   5593.30
S    143.15    877.93   5610.10
S    143.31    822.57   5353.80
S    143.46    753.49   4504.10
S    143.61    697.03   4034.90
S    143.76    652.47   3766.90
S    143.92    611.69   3780.70
S    144.07    580.39   3782.30
S    144.22    567.72   3867.30
S    144.37    567.87   3871.00
S    144.52    556.12   3528.70
S    144.68    507.91   3281.90
S    144.83    453.69   3041.30
S    144.98    420.54   2709.60
S    145.14    416.78   2578.50
S    145.29    427.06   2522.00
S    145.44    438.69   2391.70
S    145.59    445.37   2354.70
S    145.74    451.07   2464.60
S    145.90    474.11   2724.60
S    146.05    523.09   3137.90
S    146.20    603.91   3812.10
S    146.35    702.63   4662.00
S    146.51    802.48   4978.30
S    146.66    854.78   5234.70
S    146.81    851.11   5307.00
S    146.96    800.79   5261.20
S    147.12    723.21   4919.00
S    147.27    658.37   4222.90
S    147.42    614.71   3694.80
S    147.57    598.94   3638.40
S    147.73    600.59   3730.00
S    147.88    623.19   3877.70
S    148.03    658.38   3856.30
S    148.18    686.52   3710.20
S    148.34    676.99   3532.70
S    148.49    624.15   3391.30
S    148.64    547.82   3384.30
S    148.79    483.94   3347.00
S    148.94    469.18   3235.70
S    149.10    509.28   3176.30
S    149.25    569.58   3543.80
S    149.40    603.86   3941.60
S    149.55    596.19   3799.90
S    149.71    557.59   3484.50
S    149.86    519.15   3314.60
S    150.01    504.83   3123.40
S    150.16    509.35   3115.00
S    150.32    533.81   3178.00
S    150.47    556.08   3199.30
S    150.62    563.79   3165.60
S    150.77    554.57   3047.00
S    150.93    527.82   3201.70
S    151.08    507.52   3319.00
S    151.23    509.27   3287.70
S    151.38    544.04   3495.10
S    151.54    595.87   3775.30
S    151.69    622.30   3837.30
S    151.84    605.06   3809.30
S    151.99    555.71   3800.70
S    152.14    505.31   3400.30
S    152.30    484.41   2981.80
S    152.45    493.49   2973.30
S    152.60    522.17   3028.10
S    152.76    551.63   3303.00
S    152.91    546.79   3278.00
S    153.06    531.46   3289.00
S    153.21    521.08   3318.40
S    153.36    549.24   3394.60
S    153.52    599.03   3390.50
S    153.67    632.43   4206.80
S    153.82    656.85   4024.30
S    153.97    672.02   4009.30
S    154.13    681.10   3995.30
S    154.28    655.15   3920.00
S    154.43    590.11   3612.70
S    154.58    512.40   2999.80
S    154.74    451.39   2392.90
S    154.89    429.20   2721.30
S    155.04    434.98   2747.70
S    155.19    442.63   2839.30
S    155.35    451.94   2823.00
S    155.50    474.52   3017.70
S    155.65    528.89   3203.90
S    155.80    597.04   3449.10
S    155.95    639.16   3956.80
S    156.11    636.69   3756.30
S    156.26    600.23   3574.70
S    156.41    570.47   3501.00
S    156.56    561.13   3441.60
S    156.72    575.81   3400.30
S    156.87    595.31   3469.80
S    157.02    607.06   3460.70
S    157.17    601.42   3551.00
S    157.33    571.68   3540.00
S    157.48    546.89   3545.80
S    157.63    552.09   3549.70
S    157.78    602.59   3501.20
S    157.94    652.93   3394.70
S    158.09    667.77   3970.70
S    158.24    657.21   3956.40
S    158.39    643.94   3683.30
S    158.55    620.21   3488.60
S    158.70    580.25   3333.10
S    158.85    525.09   3047.90
S    159.00    462.74   2716.70
S    159.16    417.11   2598.30
S    159.31    413.94   2546.00
S    159.46    447.16   2467.90
S    159.61    483.15   2670.90
S    159.76    493.73   3203.70
S    159.92    490.75   3596.50
S    160.07    509.75   3912.00
S    160.22    566.57   3767.40
S    160.38    637.22   4305.00
S    160.53    667.55   4475.30
S    160.68    648.91   4463.70
S    160.83    607.07   4378.90
S    160.98    597.15   4035.70
S    161.14    602.66   3394.60
S    161.29    568.56   3334.70
S    161.44    499.95   3219.20
S    161.59    438.68   2515.90
S    161.75    390.60   2378.30
S    161.90    353.91   2332.70
S    162.05    322.16   2124.00
S    162.20    296.44   1768.90
S    162.36    272.17   1588.70
S    162.51    264.74   1597.30
S    162.66    278.36   1626.40
S    162.81    311.43   1665.40
S    162.97    356.09   1840.80
S    163.12    390.24   2088.10
S    163.27    407.39   2494.60
S    163.42    407.31   2605.30
S    163.57    397.82   2527.40
S    163.73    379.07   2411.20
S    163.88    369.74   2382.90
S    164.03    377.58   2610.00
S    164.18    415.40   2925.70
S    164.34    479.80   3111.00
S    164.49    534.03   3718.10
S    164.64    567.42   3876.00
S    164.79    581.71   3772.00
S    164.95    583.47   3688.40
S    165.10    574.89   3659.60
S    165.25    557.05   3551.00
S    165.40    548.15   3524.70
S    165.56    561.87   3536.70
S    165.71    584.17   3802.30
S    165.86    606.04   3819.30
S    166.01    624.07   3795.20
S    166.17    634.81   3763.70
S    166.32    631.04   3788.30
S    166.47    628.04   3887.10
S    166.62    646.12   4056.60
S    166.78    690.97   4010.30
S    166.93    707.13   3884.40
S    167.08    672.40   3627.60
S    167.23    602.98   3419.40
S    167.39    514.58   3302.60
S    167.54    446.46   2917.80
S    167.69    405.85   2616.80
S    167.84    396.11   2093.50
S    168.00    422.44   2373.30
S    168.15    485.03   3082.90
S    168.30    577.71   3780.00
S    168.45    677.94   4224.40
S    168.60    737.50   4495.60
S    168.76    736.02   4652.00
S    168.91    691.64   4759.00
S    169.06    645.45   4702.90
S    169.21    623.02   4302.80
S    169.37    624.34   4096.30
S    169.52    634.79   4110.30
S    169.67    646.39   4042.70
S    169.82    650.45   3983.00
S    169.98    631.86   3885.70
S    170.13    597.76   3692.90
S    170.28    562.84   3094.70
S    170.43    532.12   3294.30
S    170.59    507.28   3281.00
S    170.74    502.02   3169.70
S    170.89    527.98   3121.70
S    171.04    593.54   3495.40
S    171.19    645.76   3994.10
S    171.35    639.50   3924.00
S    171.50    613.65   4249.20
S    171.65    629.13   4315.70
S    171.80    696.75   4299.00
S    171.96    768.96   5518.30
S    172.11    814.86   6060.70
S    172.26    863.42   6241.30
S    172.41    912.10   6061.30
S    172.57    916.19   5899.00
S    172.72    899.92   6023.60
S    172.87    847.32   5842.30
S    173.02    797.81   5158.00
S    173.18    777.49   4968.40
S    173.33    781.26   4827.60
S    173.48    771.96   4566.40
S    173.63    730.42   4404.30
S    173.79    663.94   4507.60
S    173.94    627.57   4333.30
S    174.09    639.81   4288.70
S    174.24    701.19   4426.00
S    174.40    775.95   4534.40
S    174.55    812.11   4883.00
S    174.70    799.74   5122.50
S    174.85    760.23   4556.80
S    175.01    712.40   3925.40
S    175.16    652.78   4007.00
S    175.31    591.79   3808.00
S    175.46    566.35   3780.10
S    175.62    582.46   3780.00
S    175.77    628.68   3865.30
S    175.92    677.67   4475.00
S    176.07    712.10   4694.70
S    176.22    728.14   4725.00
S    176.38    733.06   4704.40
S    176.53    731.53   4789.60
S    176.68    734.26   4826.90
S    176.83    736.81   5045.00
S    176.99    746.55   5363.50
S    177.14    761.77   5610.60
S    177.29    878.72   6114.00
S    177.44    939.47   6118.70
S    177.60    918.64   6021.30
S    177.75    868.73   5750.40
S    177.90    781.48   5018.60
S    178.05    677.42   4442.90
S    178.21    590.53   4033.70
S    178.36    564.96   3806.60
S    178.51    573.27   3760.70
S    178.66    591.44   3762.10
S    178.81    615.68   4387.90
S    178.97    644.04   4841.60
S    179.12    669.72   4573.40
S    179.27    692.99   4307.60
S    179.42    713.34   4155.80
S    179.58    728.48   4074.30
S    179.73    734.11   4185.00
S    179.88    732.94   4265.00
S    180.03    725.60   3996.00
S    180.19    710.42   4017.70
S    180.34    689.58   4244.60
S    180.49    663.43   4009.40
S    180.64    635.33   3638.70
S    180.80    606.00   3503.70
S    180.95    582.60   3565.00
S    181.10    557.44   3713.60
S    181.25    575.46   3716.00
S    181.41    638.72   4132.00
S    181.56    704.62   4664.00
S    181.71    754.18   4717.00
S    181.86    775.82   4655.30
S    182.02    764.33   4531.90
S    182.17    728.38   4283.70
S    182.32    673.48   4250.60
S    182.47    626.61   4038.00
S    182.63    620.10   3867.30
S    182.78    656.52   3842.70
S    182.93    707.68   4108.10
S    183.08    743.00   4739.50
S    183.24    753.03   4899.30
S    183.39    749.71   4865.70
S    183.54    753.14   4822.80
S    183.69    765.68   4794.30
S    183.84    778.55   4708.70
S    184.00    776.59   4618.00
S    184.15    754.03   4609.60
S    184.30    726.64   4379.30
S    184.45    709.62   4417.00
S    184.61    714.41   4545.40
S    184.76    749.04   4888.60
S    184.91    807.80   5275.30
S    185.06    869.26   5257.50
S    185.22    869.78   5346.30
S    185.37    808.64   5525.60
S    185.52    737.45   5484.70
S    185.67    698.15   5162.40
S    185.83    692.15   4526.70
S    185.98    697.55   4510.00
S    186.13    698.73   4370.40
S    186.28    669.61   3872.60
S    186.43    593.28   3688.00
S    186.59    485.12   3497.90
S    186.74    402.01   3146.10
S    186.89    378.06   2575.40
S    187.04    417.49   2407.40
S    187.20    525.85   2998.70
S    187.35    641.74   3509.80
S    187.50    708.03   3698.30
S    187.65    729.64   4275.90
S    187.81    757.61   4949.80
S    187.96    783.31   5568.90
S    188.11    802.83   5237.70
S    188.26    805.87   5060.40
S    188.42    800.95   5176.80
S    188.57    791.71   5453.30
S    188.72    776.46   5401.70
S    188.87    758.16   5206.70
S    189.03    725.62   4962.70
S    189.18    681.86   4633.00
S    189.33    628.99   3801.00
S    189.48    570.66   3462.00
S    189.64    523.53   3225.90
S    189.79    505.90   3029.70
S    189.94    526.53   2912.00
S    190.09    582.42   3058.30
S    190.25    650.81   3028.40
S    190.40    706.45   3238.00
S    190.55    749.60   4292.70
S    190.70    786.02   4726.00
S    190.86    822.53   5066.40
S    191.01    849.63   5344.20
S    191.16    869.03   5473.70
S    191.31    880.65   5593.30
S    191.46    880.77   5645.70
S    191.62    869.84   5675.30
S    191.77    847.87   5538.00
S    191.92    814.24   5159.90
S    192.07    771.30   4594.40
S    192.23    713.84   4307.40
S    192.38    657.15   4112.00
S    192.53    607.99   3948.30
S    192.68    568.25   3891.00
S    192.84    562.12   4108.70
S    192.99    599.41   4336.40
S    193.14    672.78   4701.00
S    193.29    749.75   5328.40
S    193.45    794.59   5374.30
S    193.60    807.60   5368.00
S    193.75    807.47   5295.00
S    193.90    821.62   5173.10
S    194.05    844.48   5420.60
S    194.21    859.46   5686.90
S    194.36    863.22   5579.70
S    194.51    864.14   5217.00
S    194.66    871.19   4950.10
S    194.82    880.24   4703.00
S    194.97    876.12   4605.40
S    195.12    838.20   4243.40
S    195.27    766.09   3872.80
S    195.43    671.77   3449.70
S    195.58    600.73   3495.10
S    195.73    576.80   3765.30
S    195.88    612.24   3546.20
S    196.04    656.30   3107.80
S    196.19    655.72   3000.30
S    196.34    611.54   2942.40
S    196.49    534.99   2622.60
S    196.65    457.40   2393.40
S    196.80    425.78   2590.40
S    196.95    441.24   2818.20
S    197.10    506.39   2865.80
S    197.26    568.84   2869.60
S    197.41    550.00   3565.60
S    197.56    537.72   3759.40
S    197.71    540.55   3745.20
S    197.87    569.40   3722.50
S    198.02    620.58   4414.20
S    198.17    685.86   5302.30
S    198.32    748.22   5229.60
S    198.48    792.04   4647.30
S    198.63    798.50   4216.00
S    198.78    748.46   4055.00
S    198.93    716.15   4048.50
S    199.08    696.12   3810.50
S    199.24    659.95   3646.60
S    199.39    638.64   3994.60
S    199.54    649.64   4284.40
S    199.69    668.62   4374.70
S    199.85    678.65   4264.80
S    200.00    685.94   4277.30
S    200.15    681.40   4225.60
S    200.30    649.85   4037.70
S    200.46    597.49   3441.90
S    200.61    549.03   3008.50
S    200.76    501.98   2990.60
S    200.91    470.41   3064.60
S    201.07    484.68   3228.50
S    201.22    536.88   3366.60
S    201.37    609.17   3650.00
S    201.52    673.64   4320.10
S    201.67    706.84   4664.10
S    201.83    702.31   4567.00
S    201.98    660.24   4340.80
S    202.13    600.48   4188.60
S    202.28    553.06   3846.70
S    202.44    527.85   3601.90
S    202.59    529.82   3559.80
S    202.74    543.60   3756.70
S    202.89    572.23   4381.50
S    203.05    626.00   4700.00
S    203.20    686.37   5210.60
S    203.35    736.98   5353.30
S    203.50    770.15   5359.70
S    203.66    778.74   5380.50
S    203.81    776.79   5400.70
S    203.96    772.56   5390.80
S    204.11    770.75   5204.20
S    204.27    774.55   5243.00
S    204.42    779.73   5242.90
S    204.57    780.44   5095.80
S    204.72    777.43   4966.30
S    204.88    762.42   4759.40
S    205.03    722.64   4432.60
S    205.18    668.37   4120.20
S    205.33    626.44   3432.40
S    205.49    601.22   3074.70
S    205.64    580.89   3065.00
S    205.79    563.17   3089.70
S    205.94    561.61   3186.70
S    206.10    577.20   3326.40
S    206.25    605.41   3559.90
S    206.40    638.21   4034.70
S    206.55    665.79   4098.10
S    206.70    686.41   4116.00
S    206.86    698.29   4313.30
S    207.01    706.14   4257.70
S    207.16    710.48   4363.60
S    207.31    709.01   4356.70
S    207.47    705.62   4107.30
S    207.62    699.68   4051.30
S    207.77    690.38   4048.70
S    207.92    669.77   4002.40
S    208.08    636.44   3838.90
S    208.23    606.43   3471.40
S    208.38    574.74   3123.20
S    208.53    528.96   3024.70
S    208.69    477.03   2857.30
S    208.84    463.51   2834.10
S    208.99    505.20   3035.60
S    209.14    573.90   3285.50
S    209.29    635.85   3738.80
S    209.45    683.70   4371.00
S    209.60    721.64   4706.60
S    209.75    753.67   4795.10
S    209.90    764.85   4872.60
S    210.06    749.71   5033.00
S    210.21    741.58   5226.80
S    210.36    769.00   5246.70
S    210.51    811.53   5260.10
S    210.67    816.44   4943.90
S    210.82    789.14   5371.60
S    210.97    769.74   5430.30
S    211.12    773.76   4944.70
S    211.28    771.60   4567.30
S    211.43    758.67   4684.30
S    211.58    740.63   4889.90
S    211.73    747.90   4971.40
S    211.89    794.85   5255.10
S    212.04    850.03   5259.30
S    212.19    880.67   5328.10
S    212.34    871.44   4997.30
S    212.50    813.61   4717.70
S    212.65    746.78   4350.00
S    212.80    686.46   4215.30
S    212.95    652.72   4017.30
S    213.11    654.28   3855.10
S    213.26    675.30   3811.70
S    213.41    700.28   4133.10
S    213.56    719.32   4403.00
S    213.72    734.07   4432.20
S    213.87    738.42   4342.90
S    214.02    731.74   4350.00
S    214.17    712.92   4316.30
S    214.32    690.22   4309.20
S    214.48    675.90   4227.50
S    214.63    678.39   4068.00
S    214.78    687.39   3953.00
S    214.93    681.79   3874.40
S    215.09    649.17   3757.50
S    215.24    601.83   3384.40
S    215.39    551.40   2892.50
S    215.54    500.97   2744.00
S    215.70    455.92   2706.20
S    215.85    436.97   2513.70
S    216.00    443.91   2417.40
S    216.15    460.35   2498.60
S    216.31    472.04   2855.30
S    216.46    480.69   2989.10
S    216.61    487.54   2838.20
S    216.76    482.81   2735.00
S    216.91    459.15   2703.00
S    217.07    418.06   2651.30
S    217.22    382.21   2600.70
S    217.37    364.01   2445.40
S    217.52    366.38   2182.20
S    217.68    386.96   2340.00
S    217.83    418.06   2745.20
S    217.98    456.32   2952.80
S    218.13    500.87   3003.60
S    218.29    543.10   3056.00
S    218.44    572.02   3222.20
S    218.59    590.02   3858.50
S    218.74    608.04   4078.30
S    218.90    634.95   3943.20
S    219.05    652.49   3855.10
S    219.20    645.08   3805.30
S    219.35    609.25   3749.20
S    219.51    560.20   3732.30
S    219.66    524.37   3591.90
S    219.81    503.86   3172.90
S    219.96    500.35   3148.50
S    220.12    513.61   3037.70
S    220.27    531.52   3096.20
S    220.42    545.79   3346.70
S    220.57    546.23   3472.30
S    220.73    542.21   3529.20
S    220.88    543.62   3540.70
S    221.03    554.59   3506.00
S    221.18    570.53   3393.90
S    221.34    579.74   3309.10
S    221.49    566.41   3240.50
S    221.64    526.37   3026.90
S    221.79    472.81   2456.50
S    221.94    427.67   2195.40
S    222.10    406.88   2339.40
S    222.25    406.17   2406.20
S    222.40    411.31   2409.80
S    222.55    416.23   2308.00
S    222.71    419.80   2389.00
S    222.86    421.93   2464.20
S    223.01    421.48   2747.10
S    223.16    427.71   3111.40
S    223.32    444.12   3570.10
S    223.47    474.06   3683.60
S    223.62    518.17   3740.20
S    223.77    574.83   3956.10
S    223.93    645.73   4709.90
S    224.08    708.89   4924.60
S    224.23    764.14   4958.00
S    224.38    800.26   4785.00
S    224.53    822.29   4786.10
S    224.69    835.23   4829.40
S    224.84    842.92   4929.40
S    224.99    845.85   4720.10
S    225.14    844.46   4558.30
S    225.30    832.49   4410.00
S    225.45    818.71   4349.30
S    225.60    809.09   4274.40
S    225.75    807.78   4138.70
S    225.91    813.79   4074.00
S    226.06    817.75   4053.60
S    226.21    814.44   4068.00
S    226.36    798.42   4218.00
S    226.52    765.70   4354.30
S    226.67    721.80   4222.20
S    226.82    671.73   3944.40
S    226.97    626.78   3634.90
S    227.13    593.62   3291.40
S    227.28    579.32   3234.00
S    227.43    586.32   3314.00
S    227.58    609.53   3496.20
S    227.74    652.55   3763.50
S    227.89    692.59   3904.00
S    228.04    709.75   4146.90
S    228.19    695.09   4313.10
S    228.35    659.51   4225.50
S    228.50    618.13   3985.30
S    228.65    576.16   3705.50
S    228.80    534.11   3244.20
S    228.95    488.58   2827.90
S    229.11    434.16   2485.10
S    229.26    385.98   2345.40
S    229.41    353.79   2196.70
S    229.56    344.36   1963.00
S    229.72    353.42   1984.20
S    229.87    369.27   2121.40
S    230.02    381.78   2376.10
S    230.17    394.72   2613.30
S    230.33    417.36   2576.80
S    230.48    441.95   2506.20
S    230.63    457.77   2578.70
S    230.78    454.93   2664.70
S    230.94    436.23   2774.00
S    231.09    423.42   2800.00
S    231.24    433.04   2731.80
S    231.39    477.91   2739.70
S    231.55    542.18   3252.50
S    231.70    586.77   3627.50
S    231.85    612.84   4230.20
S    232.00    640.59   4283.60
S    232.15    688.07   4262.70
S    232.31    740.51   4212.40
S    232.46    768.65   4506.10
S    232.61    751.17   4483.70
S    232.76    705.88   4462.80
S    232.92    661.03   4314.80
S    233.07    668.10   3534.10
S    233.22    719.55   4464.80
S    233.37    752.50   4666.10
S    233.53    727.54   4437.60
S    233.68    672.37   4207.10
S    233.83    651.82   3666.00
S    233.98    684.26   4175.00
S    234.14    728.89   4331.80
